text,label,clean_text,text_length
Median Technologies Communicates Its Business Indicators for the Second Quarter of 2022  https://t.co/LqTr4zRBEj  https://t.co/JcJLi2Wcmv,2,median technologies communicates its business indicators for the second quarter of,82
"Waitr Transitioning to ASAP – “Delivery Anything” Model to include Alcohol, Clothing, Sporting Goods, Auto Parts  https://t.co/58acl0i9Cy  https://t.co/E9s2bGPmsR",2,waitr transitioning to asap delivery anything model to include alcohol clothing sporting goods auto parts,105
Big Joe Introduces New Family of Compact Lithium Machines  https://t.co/yreK6Z14ib  https://t.co/b3zc3jC4aw,2,big joe introduces new family of compact lithium machines,57
Xtrackers (IE) plc UK Regulatory Announcement: Net Asset Value(s)  https://t.co/MUKI3nKFse  https://t.co/cZFjx3V2YC,2,xtrackers ie plc uk regulatory announcement net asset values,60
Indy Autonomous Challenge to Return to CES 2023 With Boosted Engine Package on All Cars  https://t.co/KppnNIVzbO  https://t.co/HOPF0vDMpT,2,indy autonomous challenge to return to ces with boosted engine package on all cars,82
"Stand Forward, Stand Sideways, Stand for Something: WNDR® Alpine Launches First Snowboards, the BelleTour and the BelleAire  https://t.co/nntZtV4uoM  https://t.co/h0FVqwBdOL",2,stand forward stand sideways stand for something wndr alpine launches first snowboards the belletour and the belleaire,118
"Acuity Knowledge Partners Bridges the Talent Gap Amid the Great Resignation, Now Approaching 5,000 Employees in Its 20th Anniversary Year  https://t.co/97RmrSRnWJ  https://t.co/oJDHJdUBqj",2,acuity knowledge partners bridges the talent gap amid the great resignation now approaching employees in its th anniversary year,128
CP Group Signs Lease With Enterprise at Ashford Perimeter in Atlanta  https://t.co/UmAjEW26Li  https://t.co/5qH0gvguRH,2,cp group signs lease with enterprise at ashford perimeter in atlanta,68
"Millennium Partners, L.P. UK Regulatory Announcement: Form 8.3 - HomeServe plc  https://t.co/svsAsXHCmn  https://t.co/L0iFmlE1C6",2,millennium partners lp uk regulatory announcement form homeserve plc,68
Franklin Templeton to Rename U.S. ETF Platform for Better Brand Alignment  https://t.co/HTt8MurU8d  https://t.co/fs01e7tmKS,2,franklin templeton to rename us etf platform for better brand alignment,71
Argyle Payments Launches as the Premier Payments Solution for Specialty Markets  https://t.co/d7R1Tr0qbq  https://t.co/KwjfEgLZxG,2,argyle payments launches as the premier payments solution for specialty markets,79
"Tesla might have sold 75% of its #bitcoin, but that doesn't mean they don't believe in the world's largest cryptocurrency   https://t.co/L3QkHZQ7M9",2,tesla might have sold of its bitcoin but that doesnt mean they dont believe in the worlds largest cryptocurrency,112
"BlackRock lost $1.7 trillion of clients' money in 2022, the largest amount ever lost by a single firm in a six-month period",2,blackrock lost trillion of clients money in the largest amount ever lost by a single firm in a sixmonth period,110
Elon Musk is 'committed' to Tesla amid swirling rumors surrounding his Twitter takeover   https://t.co/qx2U8VrExy,2,elon musk is committed to tesla amid swirling rumors surrounding his twitter takeover,85
T-Mobile launched the first and only wireless plan that includes Apple Business Essentials,2,tmobile launched the first and only wireless plan that includes apple business essentials,89
ICYMI: Tesla sold 75% of its #bitcoin in Q2  https://t.co/JuZUeoAFzN,2,icymi tesla sold of its bitcoin in q,36
SpaceX and Mattel announced plans to conquer a new universe... toys  https://t.co/yhNDFsUiBa,2,spacex and mattel announced plans to conquer a new universe toys,64
Ford sees EV demand growing at more than 90% annually,2,ford sees ev demand growing at more than annually,49
American Airlines followed its rival carriers in keeping capacity plans in check as the industry grapples with surging fuel costs and staff shortages  https://t.co/rjt30uaYaW,2,american airlines followed its rival carriers in keeping capacity plans in check as the industry grapples with surging fuel costs and staff shortages,149
Surging staff and fuel costs offset a boom in post-pandemic travel demand for United Airlines  https://t.co/2aQVA2u1zT,2,surging staff and fuel costs offset a boom in postpandemic travel demand for united airlines,92
BREAKING: Elon Musk says $TSLA sold #Bitcoin due to the Covid shutdowns in China,2,breaking elon musk says tsla sold bitcoin due to the covid shutdowns in china,77
"Elon Musk: We expect GigaTexas to exceed 1,000 vehicles per week in the coming months",2,elon musk we expect gigatexas to exceed vehicles per week in the coming months,78
Elon Musk: We are still expecting to be in production with the Cybertruck middle of next year... I think it might be our best product ever,2,elon musk we are still expecting to be in production with the cybertruck middle of next year i think it might be our best product ever,134
Elon Musk: We have the potential for a record-breaking second half of the year,2,elon musk we have the potential for a recordbreaking second half of the year,76
Tesla sold $936M in digital assets during Q2,2,tesla sold m in digital assets during q,39
"More than 1,000 $TSLA vehicles were produced in a single week at Gigafactory Berlin",2,more than tsla vehicles were produced in a single week at gigafactory berlin,76
Tesla sold 75% of its #bitcoin in Q2,2,tesla sold of its bitcoin in q,30
Tesla has converted approximately 75% of their #bitcoin purchases into fiat currency,2,tesla has converted approximately of their bitcoin purchases into fiat currency,79
Tesla still sees 50% average annual growth in vehicle deliveries,2,tesla still sees average annual growth in vehicle deliveries,60
$TSLA numbers are out!    https://t.co/HUopdCmWST,2,tsla numbers are out,20
The job cuts will come primarily from the unit making gas-powered vehicles,2,the job cuts will come primarily from the unit making gaspowered vehicles,73
"BREAKING: Ford to cut as many as 8,000 jobs in the coming weeks",2,breaking ford to cut as many as jobs in the coming weeks,56
Disney and Universal have a complicated relationship  https://t.co/iUR0dJtTC3,2,disney and universal have a complicated relationship,52
"Skybridge Capital, Anthony Scaramucci's firm, suspended withdrawals 'until we can raise capital'  https://t.co/7eAxHW8Vsm",2,skybridge capital anthony scaramuccis firm suspended withdrawals until we can raise capital,91
GameStop's NFT marketplace already has almost double the all-time trading volume of Coinbase's marketplace   https://t.co/QORazb8SJF,2,gamestops nft marketplace already has almost double the alltime trading volume of coinbases marketplace,103
Samsung's next Galaxy Unpacked event is officially set for August 10th!  https://t.co/qG9Va5Bq7b,2,samsungs next galaxy unpacked event is officially set for august th,67
ARK's newest ETF is shuttering just 8 months after its launch  https://t.co/kazpbcM8oV,2,arks newest etf is shuttering just months after its launch,58
"Netflix lost 970,000 paid subscribers in Q2, less than half of the anticipated 2 million exodus  https://t.co/1MrjuEQQKg",2,netflix lost paid subscribers in q less than half of the anticipated million exodus,83
Formula E tests new EV technologies on the race track before they go public  https://t.co/cq4zmEWuUx,2,formula e tests new ev technologies on the race track before they go public,75
"GM just launched a discounting program primarily targeting buyers of the Lyriq electric SUV, Cadillac's first-ever EV  https://t.co/cX7cgs25gP",2,gm just launched a discounting program primarily targeting buyers of the lyriq electric suv cadillacs firstever ev,114
BREAKING: Netflix lost 970K subscribers last quarter,2,breaking netflix lost k subscribers last quarter,48
GameStop's NFT marketplace already has almost double the all-time trading volume of Coinbase's marketplace   https://t.co/GF733nM0E4,2,gamestops nft marketplace already has almost double the alltime trading volume of coinbases marketplace,103
A new Tesla rival rolls off the production line... and it's FAST 💨  https://t.co/m5qVg7SeGu,2,a new tesla rival rolls off the production line and its fast,60
Twitter: We have tolerated Musk's continued breaches because we want to close this deal,2,twitter we have tolerated musks continued breaches because we want to close this deal,85
GameStop's 4-for-1 stock split is set to take effect this week  Here's what investors need to know ahead of time 👇  https://t.co/vkG6Zzm8gB,2,gamestops for stock split is set to take effect this week heres what investors need to know ahead of time,105
T-Mobile launched a new text line for access to mental health resources  https://t.co/fAaEUkBvw2,2,tmobile launched a new text line for access to mental health resources,70
CEO @mtbarra predicts GM will outsell Tesla by 2025  https://t.co/e5FUx0sn1r,2,ceo mtbarra predicts gm will outsell tesla by,45
Netflix cautioned it may have lost another 2 million subscribers over the second quarter  Here's what you need to know 👇  https://t.co/UBRohz0W2N,2,netflix cautioned it may have lost another million subscribers over the second quarter heres what you need to know,114
Elon Musk says Tesla could lower prices... but only if inflation calms down   https://t.co/MDQUkciIhV,2,elon musk says tesla could lower prices but only if inflation calms down,72
You can save up to $60 on Apple's flagship smartwatch!  https://t.co/pMD8GTiR5Q,2,you can save up to on apples flagship smartwatch,48
Starbucks plans to close 16 stores over safety concerns  https://t.co/dUuJpA2Bo0,2,starbucks plans to close stores over safety concerns,52
Disney is jumping into the crypto world  https://t.co/CFKREy9sVZ,2,disney is jumping into the crypto world,39
GM and Pilot are launching a new service that will challenge one of Tesla's biggest advantages  https://t.co/JLcf8b69zR,2,gm and pilot are launching a new service that will challenge one of teslas biggest advantages,93
A new Tesla rival rolls off the production line... and it's FAST 💨  https://t.co/yUparlLzve,2,a new tesla rival rolls off the production line and its fast,60
General Electric just unveiled the names of its three new business units  https://t.co/Y7M3RbJ8CX,2,general electric just unveiled the names of its three new business units,72
"Tesla is ""making progress with Steam integration""  https://t.co/pyepRq4uvK",2,tesla is making progress with steam integration,47
"Netflix expects to lose 2 million subscribers this quarter, but they're not turning off their TVs  https://t.co/8KZBYg5txA",2,netflix expects to lose million subscribers this quarter but theyre not turning off their tvs,93
"GM just launched a discounting program primarily targeting buyers of the Lyriq electric SUV, Cadillac's first-ever EV  https://t.co/HarFsTJIFR",2,gm just launched a discounting program primarily targeting buyers of the lyriq electric suv cadillacs firstever ev,114
Coinbase has obtained approval from the Italian authorities to continue serving customers in the country 🇮🇹  https://t.co/w8mPa1hncL,2,coinbase has obtained approval from the italian authorities to continue serving customers in the country,104
This small-cap biotech has one product on the market and up to four more launching by the end of 2023  https://t.co/zjyB74Ft40,2,this smallcap biotech has one product on the market and up to four more launching by the end of,95
Elon Musk says Tesla could lower prices... but only if inflation calms down   https://t.co/d0BwjB1KNv,2,elon musk says tesla could lower prices but only if inflation calms down,72
You can save up to $60 on Apple's flagship smartwatch!  https://t.co/LahYutffW6,2,you can save up to on apples flagship smartwatch,48
Apple isn't planning to backfill roles or add new staff on certain teams,2,apple isnt planning to backfill roles or add new staff on certain teams,71
Apple plans to slow hiring and spending growth in 2023,2,apple plans to slow hiring and spending growth in,49
"Tesla is ""making progress with Steam integration""  https://t.co/ucANJVrLhD",2,tesla is making progress with steam integration,47
Intel is about to make a bold move in the face of record inflation  https://t.co/GYptI2SebW,2,intel is about to make a bold move in the face of record inflation,66
MSC Cruises has set its sights on the U.S. market  https://t.co/ULPLoYV3jg,2,msc cruises has set its sights on the us market,47
OpenSea lays off 20% of its workforce amid a slew of controversies   https://t.co/7NjC3nhVHf,2,opensea lays off of its workforce amid a slew of controversies,62
General Electric just unveiled the names of its three new business units  https://t.co/VVS0BfHzT5,2,general electric just unveiled the names of its three new business units,72
Delta Air Lines to buy at least 100 Boeing 737 Max jets  https://t.co/9f8To90rMN,2,delta air lines to buy at least boeing max jets,47
Intel is about to make a bold move in the face of record inflation  https://t.co/RuubfHLNnH,2,intel is about to make a bold move in the face of record inflation,66
A major automaker may be able to overtake Tesla's EV sales by 2024  https://t.co/7rvm3DNwit,2,a major automaker may be able to overtake teslas ev sales by,60
GM and Pilot are launching a new service that will challenge one of Tesla's biggest advantages  https://t.co/6aMe4sB9Pz,2,gm and pilot are launching a new service that will challenge one of teslas biggest advantages,93
Starbucks plans to close 16 stores over safety concerns  https://t.co/xea843DPBI,2,starbucks plans to close stores over safety concerns,52
Nissan is going on the offensive 🔋  https://t.co/WcxxI7qg4B,2,nissan is going on the offensive,32
MSC Cruises has set its sights on the U.S. market  https://t.co/QfkWGMTSHY,2,msc cruises has set its sights on the us market,47
Disney is jumping into the crypto world  https://t.co/lhrAkmVI2Z,2,disney is jumping into the crypto world,39
GM continues to play hide and seek with its rivals  https://t.co/Az22Ai9Joi,2,gm continues to play hide and seek with its rivals,50
OpenSea lays off 20% of its workforce amid a slew of controversies   https://t.co/LtSysPrtGG,2,opensea lays off of its workforce amid a slew of controversies,62
Intel is about to make a bold move in the face of record inflation  https://t.co/pSjZXpHq9N,2,intel is about to make a bold move in the face of record inflation,66
A major automaker may be able to overtake Tesla's EV sales by 2024  https://t.co/5bGb7Kibbe,2,a major automaker may be able to overtake teslas ev sales by,60
Intel is about to make a bold move in the face of record inflation  https://t.co/cE7zrx0KZI,2,intel is about to make a bold move in the face of record inflation,66
MSC Cruises has set its sights on the U.S. market  https://t.co/f4Md4hc8Ug,2,msc cruises has set its sights on the us market,47
GM continues to play hide and seek with its rivals  https://t.co/FFKBdNQ6l7,2,gm continues to play hide and seek with its rivals,50
Disney is jumping into the crypto world  https://t.co/awGzlfkwhN,2,disney is jumping into the crypto world,39
Kohl's is really trying to jazz up its stores  https://t.co/HFh5IRCq2c,2,kohls is really trying to jazz up its stores,44
"Celsius Network has filed for Chapter 11 bankruptcy, becoming the latest casualty of 'crypto winter'  https://t.co/nIMSGQxA7U",2,celsius network has filed for chapter bankruptcy becoming the latest casualty of crypto winter,94
GM continues to play hide and seek with its rivals  https://t.co/JBGWJTIXKy,2,gm continues to play hide and seek with its rivals,50
BREAKING: OpenSea is laying off ~20% of its employees,2,breaking opensea is laying off of its employees,47
"TSMC is ""highly confident"" heading into the second half of the year  https://t.co/Wd9VINt0RO",2,tsmc is highly confident heading into the second half of the year,65
"Celsius Network has filed for Chapter 11 bankruptcy, becoming the latest casualty of 'crypto winter'  https://t.co/WbUnttEKpg",2,celsius network has filed for chapter bankruptcy becoming the latest casualty of crypto winter,94
Twitter suffered a major global outage this morning  https://t.co/pvpbSfbYpp,2,twitter suffered a major global outage this morning,51
"JPMorgan is temporarily suspending share buybacks in order to ""allow maximum flexibility""",2,jpmorgan is temporarily suspending share buybacks in order to allow maximum flexibility,87
Kohl's is really trying to jazz up its stores  https://t.co/eKG9GmoJ55,2,kohls is really trying to jazz up its stores,44
Kohl's is really trying to jazz up its stores  https://t.co/nJZpjgaaGH,2,kohls is really trying to jazz up its stores,44
Klarna might be in for a surprise  https://t.co/92Jz2PrSw7,2,klarna might be in for a surprise,33
Toyota becomes the third automaker to lose the EV tax credit in the U.S.  https://t.co/ptmeEB7o7E,2,toyota becomes the third automaker to lose the ev tax credit in the us,70
This does NOT look good for Uber  https://t.co/nZfYxw5nYM,2,this does not look good for uber,32
"The Grubhub+ service, usually $9.99 a month, is now free for Amazon Prime members  https://t.co/AXQ9AEgUfP",2,the grubhub service usually a month is now free for amazon prime members,72
Microsoft is making several changes to attract and retain employees  https://t.co/4or3H46lR4,2,microsoft is making several changes to attract and retain employees,67
This is a MAJOR change for Caesars  https://t.co/cZ1BgnbjNR,2,this is a major change for caesars,34
GameStop just said 'game on' to NFTs with the launch of its NFT marketplace  https://t.co/QCGdMmuuOX,2,gamestop just said game on to nfts with the launch of its nft marketplace,73
This does NOT look good for Uber  https://t.co/DrZkpFVLG3,2,this does not look good for uber,32
"The Grubhub+ service, usually $9.99 a month, is now free for Amazon Prime members  https://t.co/szxFYNJi0n",2,the grubhub service usually a month is now free for amazon prime members,72
Microsoft is making several changes to attract and retain employees  https://t.co/QqQHCkUbdZ,2,microsoft is making several changes to attract and retain employees,67
Toyota becomes the third automaker to lose the EV tax credit in the U.S.  https://t.co/xCi2FanF0s,2,toyota becomes the third automaker to lose the ev tax credit in the us,70
Nexo believes that it's the company's duty to offer help to struggling lenders  https://t.co/8vzLCuA4z1,2,nexo believes that its the companys duty to offer help to struggling lenders,76
Target is offering college students a 20% discount ahead of #PrimeDay  https://t.co/9pTMzbgEvB,2,target is offering college students a discount ahead of primeday,64
Ford probably wants to hide under the hood of its vehicles lately  https://t.co/RHMFi0PPoj,2,ford probably wants to hide under the hood of its vehicles lately,65
Ford probably wants to hide under the hood of its vehicles lately  https://t.co/7LsATTEJx1,2,ford probably wants to hide under the hood of its vehicles lately,65
"Ford has recalled a total of 215,834 vehicles over the last two months  https://t.co/wBvqxLFk4D",2,ford has recalled a total of vehicles over the last two months,62
"DoorDash did not have a good Thursday night, but some of its customers sure did  https://t.co/fJuiH7CQnw",2,doordash did not have a good thursday night but some of its customers sure did,78
Target is offering college students a 20% discount ahead of #PrimeDay  https://t.co/adUrlZylSN,2,target is offering college students a discount ahead of primeday,64
Nexo believes that it's the company's duty to offer help to struggling lenders  https://t.co/ObHRU9U28l,2,nexo believes that its the companys duty to offer help to struggling lenders,76
Elon Musk vs. Twitter: What's next?  https://t.co/yjaXeMCl5t,2,elon musk vs twitter whats next,31
Apple is rumored to be working on an electric vehicle  https://t.co/1SpuLjzVVV,2,apple is rumored to be working on an electric vehicle,53
Toyota becomes the third automaker to lose the EV tax credit in the U.S.  https://t.co/GxK9sZ7f1Y,2,toyota becomes the third automaker to lose the ev tax credit in the us,70
Microsoft is making several changes to attract and retain employees  https://t.co/9J8InRYLMb,2,microsoft is making several changes to attract and retain employees,67
"The Grubhub+ service, usually $9.99 a month, is now free for Amazon Prime members  https://t.co/MB4Vc3UH8s",2,the grubhub service usually a month is now free for amazon prime members,72
What's next for Elon Musk and Twitter?  https://t.co/hMAb98EOR0,2,whats next for elon musk and twitter,36
Michael 'Big Short' Burry weighs in on GameStop's 4:1 stock split  https://t.co/ZLDg9t1gDz,2,michael big short burry weighs in on gamestops stock split,58
Rivian is increasing production rates in the face of supply chain disruptions    https://t.co/bo8ArGQp2b,2,rivian is increasing production rates in the face of supply chain disruptions,77
Disney brings Star Wars to its newest cruise ship  https://t.co/SwJxFFLWS4,2,disney brings star wars to its newest cruise ship,49
"DoorDash did not have a good Thursday night, but some of its customers sure did  https://t.co/jkFFsVsGDZ",2,doordash did not have a good thursday night but some of its customers sure did,78
BMG to spend up to $1bn on music rights this year as others pull back  https://t.co/gVVRNlkYkd,2,bmg to spend up to bn on music rights this year as others pull back,67
The Great Netflix Correction: loss of subscribers throws streaming business model into question  https://t.co/Bg3C5iFbkb,2,the great netflix correction loss of subscribers throws streaming business model into question,94
Royal Mail threatens split after name change to International Distributions Services  https://t.co/xLjIDFe1Ta,2,royal mail threatens split after name change to international distributions services,84
Netflix: running up that hill in search of new subscribers  https://t.co/ywPpXRcDDw  | opinion,2,netflix running up that hill in search of new subscribers opinion,65
Live news updates: Polymetal considers sale of Russian assets to win back investors  https://t.co/PLIFJl5KAg,2,live news updates polymetal considers sale of russian assets to win back investors,82
Rolls-Royce to run engine tests with hydrogen as pressure mounts to cut emissions  https://t.co/00VPLwwGW5,2,rollsroyce to run engine tests with hydrogen as pressure mounts to cut emissions,80
Tiger Global-backed Missfresh faces fight for survival  https://t.co/4TnBYcQK62,2,tiger globalbacked missfresh faces fight for survival,53
Lessons for the Twitter board from a billionaire’s fight with Apollo  https://t.co/lqRksHx4cd  | opinion,2,lessons for the twitter board from a billionaires fight with apollo opinion,75
"Almost 40,000 BT staff set to strike as union attacks imposed pay deal  https://t.co/Zk7o2r0jRk",2,almost bt staff set to strike as union attacks imposed pay deal,63
"Amazon plans further 4,000 UK jobs despite global slowdown  https://t.co/S9cxKF5Ew8",2,amazon plans further uk jobs despite global slowdown,52
Celsius Network reveals $1.2bn shortfall in bankruptcy filing  https://t.co/dMOVrxfKp2,2,celsius network reveals bn shortfall in bankruptcy filing,57
Twitter may beat Elon Musk in court and still lose  https://t.co/0pvqxxr86D  | opinion,2,twitter may beat elon musk in court and still lose opinion,58
Emirates slams Heathrow move to limit flights as ‘airmageddon’  https://t.co/yPOuEnMl3Z,2,emirates slams heathrow move to limit flights as airmageddon,60
Fund group Ashmore reports $14.3bn plunge in assets under management  https://t.co/9k9zslyNsE,2,fund group ashmore reports bn plunge in assets under management,63
Netflix teams up with Microsoft for ad-supported streaming tier  https://t.co/hIfZPjCNNr,2,netflix teams up with microsoft for adsupported streaming tier,62
Gates Foundation plans 50% increase in annual spending after Covid setbacks  https://t.co/5oqgE8VNlA,2,gates foundation plans increase in annual spending after covid setbacks,71
Up to 800 jobs at risk as electric vehicle start-up Arrival slashes costs  https://t.co/QR7XQFR7aw,2,up to jobs at risk as electric vehicle startup arrival slashes costs,68
Twitter uses Musk’s own words to build its case for $44bn deal  https://t.co/JmGeHvXYlS,2,twitter uses musks own words to build its case for bn deal,58
Snap explores plans to let users showcase NFTs as filters  https://t.co/g7cGCqzuK3,2,snap explores plans to let users showcase nfts as filters,57
"Live news updates: Delivery start-up Gopuff to axe about 1,500 employees  https://t.co/A9UmTVEZYz",2,live news updates delivery startup gopuff to axe about employees,64
Peloton to halt in-house production of exercise bikes in latest U-turn  https://t.co/gkTmwedI5x,2,peloton to halt inhouse production of exercise bikes in latest uturn,68
Octopus Energy rescues customers of collapsed smaller supplier  https://t.co/hkoBKF1Ej3,2,octopus energy rescues customers of collapsed smaller supplier,62
Shell takes to TikTok as oil groups try to boost credentials during energy crisis  https://t.co/As98mgerqG,2,shell takes to tiktok as oil groups try to boost credentials during energy crisis,81
Omicron sub-variants push up Covid hospitalisations in Europe and US  https://t.co/QxmgJMPXgR,2,omicron subvariants push up covid hospitalisations in europe and us,67
Russia’s state-controlled Rosatom begins construction of Egypt’s first nuclear power plant as the North African nation balances its ties with the Kremlin and western allies who have sanctioned Moscow over its war in Ukraine  https://t.co/KkWp5mqTHL,2,russias statecontrolled rosatom begins construction of egypts first nuclear power plant as the north african nation balances its ties with the kremlin and western allies who have sanctioned moscow over its war in ukraine,220
Tesla's chair says Australia has a massive opportunity to meet rising EV battery demand (via @climate)  https://t.co/WAvzlLC5je,2,teslas chair says australia has a massive opportunity to meet rising ev battery demand via climate,98
UPS opens a second airport cargo-handling facility in India to capture soaring pandemic-driven demand for airfreight  https://t.co/kFELt1HZ2z,2,ups opens a second airport cargohandling facility in india to capture soaring pandemicdriven demand for airfreight,114
"Santander UK is the latest bank to help staff with the cost of living squeeze, saying it would give more than 11,000 employees a 4% pay rise  https://t.co/cbCJtiam0c",2,santander uk is the latest bank to help staff with the cost of living squeeze saying it would give more than employees a pay rise,129
"To meet their climate goals, Pepsi and Coke will have to help fix American recycling — a problem they helped create (via @climate)  https://t.co/xR8jRRWCZk",2,to meet their climate goals pepsi and coke will have to help fix american recycling a problem they helped create via climate,124
"Since March, MSC ships have doubled their service to Russian ports. MSC says it delivers essential goods and complies with international sanctions rules against Russia after the invasion of Ukraine (via @bbaschuk)  https://t.co/setaLjVnsB",2,since march msc ships have doubled their service to russian ports msc says it delivers essential goods and complies with international sanctions rules against russia after the invasion of ukraine via bbaschuk,208
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  https://t.co/f2TvDOPkSx,2,packagedfood giant conagra expects shoppers to grow increasingly wary about higher grocery bills,96
"Fastenal, a harbinger for the industrial sector, saw some softening of demand in the second quarter but nothing that would signal a cratering of the economy (via @opinion)  https://t.co/tsPKmMhB8y",2,fastenal a harbinger for the industrial sector saw some softening of demand in the second quarter but nothing that would signal a cratering of the economy via opinion,166
French energy major TotalEnergies is in talks to potentially provide a floating liquefied natural gas unit to Germany  https://t.co/zge0kkdoeo,2,french energy major totalenergies is in talks to potentially provide a floating liquefied natural gas unit to germany,117
"Rivian, Stellantis, Ford and Tesla have all made headlines on job cuts within weeks of one another  https://t.co/e2o2OyurBt",2,rivian stellantis ford and tesla have all made headlines on job cuts within weeks of one another,96
"For Coke and Pepsi to meet their climate goals, they’ll need to fix a problem they helped create: the dismal recycling rate in the US (via @climate)  https://t.co/fGcaCPbYIP",2,for coke and pepsi to meet their climate goals theyll need to fix a problem they helped create the dismal recycling rate in the us via climate,142
GE cancels a plan to build a factory making wind-turbine blades in northeast England that would have created hundreds of jobs  https://t.co/0StdF4e1kO,2,ge cancels a plan to build a factory making windturbine blades in northeast england that would have created hundreds of jobs,124
"Chinese battery-materials giant Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries (via @climate)  https://t.co/spRfPxasbi",2,chinese batterymaterials giant ganfeng lithium is ratcheting up efforts to expand in argentina an emerging supply hotspot for the mineral used in electricvehicle batteries via climate,183
Rogers Communications chief executive officer will face Canada’s industry minister to account for a nationwide network failure that left millions of households and businesses without wireless and internet service  https://t.co/KEHjQnDOob,2,rogers communications chief executive officer will face canadas industry minister to account for a nationwide network failure that left millions of households and businesses without wireless and internet service,211
$AMD Reversal Setup.      https://t.co/t02zNroKaR,2,amd reversal setup,18
"Lyft is discontinuing its direct car-rental business and is laying off about 60 people as a result.  The company, which launched a car-rental business in late 2019, will continue to enable third-party car rentals and that no other departments are affected.  https://t.co/ybTTAQ1Z0z",2,lyft is discontinuing its direct carrental business and is laying off about people as a result the company which launched a carrental business in late will continue to enable thirdparty car rentals and that no other departments are affected,240
"The second quarter was challenging, but “we have the potential for a record-breaking second half of the year,” Tesla CEO Elon Musk said Wednesday.  https://t.co/zJ0CyX8QGy",2,the second quarter was challenging but we have the potential for a recordbreaking second half of the year tesla ceo elon musk said wednesday,140
The 2023 A5 offers athletic thrills with that distinctive Audi style  https://t.co/VBevbu8em5,2,the a offers athletic thrills with that distinctive audi style,62
"OPINION: Forget subscriber numbers, Netflix hopes investors will be more impressed by its free cash flow, writes columnist @tpoletti.  https://t.co/vcOagGRvyC",2,opinion forget subscriber numbers netflix hopes investors will be more impressed by its free cash flow writes columnist tpoletti,128
"As Netflix has vowed to clamp down on password sharing, it plans to charge $3 extra for cross-home streaming in these Latin American countries.   https://t.co/iITymoOngo",2,as netflix has vowed to clamp down on password sharing it plans to charge extra for crosshome streaming in these latin american countries,137
"Macy’s will add a Toys “R” Us shop to each of its U.S. locations by October 15.   The shops will range from 1,000 square feet to 10,000 square feet for flagship stores in Atlanta, Miami, New York and other major cities.   https://t.co/9IuMvbtJKK",2,macys will add a toys r us shop to each of its us locations by october the shops will range from square feet to square feet for flagship stores in atlanta miami new york and other major cities,192
"A protracted legal battle could potentially drag down Twitter’s stock, giving Elon Musk more leverage to renegotiate a sale price.   https://t.co/FlPOt6r2b8",2,a protracted legal battle could potentially drag down twitters stock giving elon musk more leverage to renegotiate a sale price,127
Amazon’s Prime Video is redesigning its much-maligned user interface ahead of its major fall releases.  https://t.co/sQ2vfOmC4Z,2,amazons prime video is redesigning its muchmaligned user interface ahead of its major fall releases,99
"Macy’s will add a Toys “R” Us shop to each of its U.S. locations by October 15, in time for the holiday season.   The shops will start rolling out in late July and will range from 1,000 square feet to 10,000 square feet.   https://t.co/xzHeGJIA3b",2,macys will add a toys r us shop to each of its us locations by october in time for the holiday season the shops will start rolling out in late july and will range from square feet to square feet,194
"Anticipating an economic downturn, Apple plans to curtail hiring and spending for some teams next year, according to a Bloomberg report.  The news comes a week before $AAPL is scheduled to announce quarterly results.    https://t.co/tYKFVoUobs",2,anticipating an economic downturn apple plans to curtail hiring and spending for some teams next year according to a bloomberg report the news comes a week before aapl is scheduled to announce quarterly results,210
New registration data shows how Tesla is doing among luxury cars and EVs; here’s what’s catching up  https://t.co/9P4TGMdSbk,2,new registration data shows how tesla is doing among luxury cars and evs heres whats catching up,96
Solvay to deliver record results well ahead of expectations  https://t.co/NDc6bCqVRJ,2,solvay to deliver record results well ahead of expectations,59
Vietnamese electric car maker VinFast is opening dealerships in U.S.  https://t.co/bAas5rvf42,2,vietnamese electric car maker vinfast is opening dealerships in us,66
" https://t.co/7MqbvWP31d has started drastically reducing the number of items it sells under its own brands, and the company has reportedly discussed the possibility of exiting the private-label business entirely to alleviate regulatory pressure.  https://t.co/Of0XgiYPIG",2,has started drastically reducing the number of items it sells under its own brands and the company has reportedly discussed the possibility of exiting the privatelabel business entirely to alleviate regulatory pressure,218
Wordle is becoming a board game that will hit store shelves this fall.  https://t.co/XrSvVRkEd0,2,wordle is becoming a board game that will hit store shelves this fall,69
"Meta has terminated its contract with a longtime vendor that provides hundreds of service workers at its Silicon Valley headquarters, a year after we reported about the vendor’s handling of janitors’ holiday pay.   https://t.co/jMTr6TquKy",2,meta has terminated its contract with a longtime vendor that provides hundreds of service workers at its silicon valley headquarters a year after we reported about the vendors handling of janitors holiday pay,208
"U.S. health regulators authorized the use of Novavax’s COVID-19 vaccine, providing a new option that works differently than the two leading vaccines based on mRNA technology, but the move comes at a time when uptake of shots and boosters is low.  https://t.co/GCnYXJ8OjP",2,us health regulators authorized the use of novavaxs covid vaccine providing a new option that works differently than the two leading vaccines based on mrna technology but the move comes at a time when uptake of shots and boosters is low,236
